id,Title,Description,Category
1993, SilverStone Technology Smart Four Port USB 3.0 Hub with Fast Charging & Power LED Meter EP03B (RL-EP03B) ,"To satisfy users' increasing sophisticated need for USB 3.0 data transfer and fast charging of mobile devices, SilverStone created the EP03, a smart USB 3.0 hub. It has four USB 3.0 ports with a digital power meter display that can monitor each port's voltage and current output. Compliant with USB power delivery specification 1.2 (BC 1.2), the EP03 is capable of providing up to 2A from one single USB port for fast charging supported mobile devices. In addition, built-in protection mechanism ensures the EP03 can deliver power evenly and safely according to the number or the state of battery charge of connected devices. All of these nifty power delivery characteristics can be seen in real time via its power meter so user has complete knowledge of all connected mobile devices' power draw state at any time. This is also useful for checking if a new/replacement charging cable is up to spec compared with the original one! ", Cell Phones & Accessories Accessories Batteries & Battery Packs Portable Power Banks 
1998," Intelligent Design Cassy 5 Piece Coverlet Set, Full/Queen, Blue ",The Cassy coverlet creates an elegant look with a blue and white print with gray accents. Varying blue and gray prints run along the bottom and a dark blue border outlines the coverlet creating dimension and depth. , Home & Kitchen › Bedding › Comforters & Sets › Comforter Sets 
2003, MixBin Wireless Bluetooth Speaker with Suction Cup (Sunshine Glitter) ,"Be the life of the party with this Bluetooth suction cup speaker. With Bluetooth connectivity up to 30 feet, you can be the DJ from across the room without the worry of cords or cables. This speaker is also water resistant to take near the pool or by the shower! ", Electronics › Portable Audio & Video › Portable Speakers & Docks › Portable Bluetooth Speakers 
2005," ACCO Square Magnetic Clip, 1 3/4-Inch Size, Medium, 12 Per Pack (A7072132) ","Super strong magnet allows this sleek square magnetic clip to hang in a number of convenient spots. Wide jaws accommodate multple or larger documents. Powerful spring tightly grips and holds heavier documents. Available in 3 sizes, 12 per pack. "," Office Products › Office & School Supplies › Tape, Adhesives & Fasteners › Clips, Clamps & Rings › Clips "
2009," Echo Park Paper Company Blowing Kisses Stamp Set, 4 x 6 ",Echo Park Paper - Blowing Kisses 4x6 Designer Stamp contains twelve designer stamps. All pieces are acid and lignin free. Made in the USA. ," Arts, Crafts & Sewing › Scrapbooking & Stamping › Scrapbooking Embellishments › Embellishments "
2011, Manfrotto 319SH Short Locking Handle for 529B Hi Hat ,This short locking handle is designed to mount Manfrotto video ball heads to the 529B Hi- Hat. , Electronics › Camera & Photo › Accessories › Tripod & Monopod Accessories 
2013, Wwf Smack Down Series 7 Stephanie Mcmahon Helmsley Wrestling Figure ,Wwf Smack Down Series 7 Stephanie Mcmahon Helmsley Wrestling Figure , Toys & Games Action Figures & Statues Action Figures 
2014, Winning Moves Games Classic Trouble Board Game ,The classic game of Trouble as you remember it! Be the first player to move all four of your pegs around the game board into Finish and you win! , Toys & Games › Games › Game Accessories 
2015, Remington SP290 for F4790 Shaver (2-Pack) ,Technical Features for Remington SP290-2 The Remington SP290-2 is a replacement foil and cutter pack for Remington F4790 shaver. SP290-2 Features: Replacement Foil & Cutter Pack Dual Foil Renews for Ultimate Performance Bilingual English / French Packaging For Remington Men's Shaver Model: F4790 , Beauty & Personal Care › Shave & Hair Removal › Men's › Electric Shavers › Replacement Heads 
2016," Stylemaster Emma Printed Floral Twin Matelasse Bedspread, Sky ","This Stylemaster Emma Bedspread made from a plush matelasse cotton / polyester fabric in a lovely print design enhances the appearance of your bedroom. It is constructed as a 1-piece throw. Comes in three attractive colors in sizes, twin, full, queen and king. Easy care machine wash and dry. Shams are sold separately. "," Home & Kitchen › Bedding › Bedspreads, Coverlets & Sets › Bedspreads & Coverlets "
2020," Riley & Company Funny Bones Cling Mounted Stamp, 3 by .5-Inch, Action Figure ",RILEY & COMPANY-Funny Bones Stamp. Bring some laughter into your life with this Funny Bones stamp. This package contains Action Figure: one 3/4x3 inch cling mounted rubber stamp. Made in USA. ," Arts, Crafts & Sewing › Scrapbooking & Stamping › Stamps & Ink Pads › Stamps › Cling Stamps "
2021," GUM Proxabrush Go-Betweens Interdental Brush Refills, Moderate, 8 Count ","GUM Proxabrush Go-Betweens handle and refills are comfortable, easy to use, specially designed handle and brush systems to remove dental plaque from hard-to-reach places between the teeth most commonly missed by tooth brushing alone. Ideal for between natural teeth and around crowns, bridges, dental implants, and orthodontic appliances. ", Industrial & Scientific Professional Dental Supplies Implants & Surgical Supplies Implants 
2026," Kess InHouse Famenxt""Black and White Decorative Mandala"" Cutting Board, 11.5 by 8.25-Inch, White, Geometric ","These sturdy tempered glass cutting boards will make everything you chop look like a Dutch painting. Perfect the art of cooking with your KESS InHouse unique art cutting board. Go for patterns or painted, either way this non-skid, dishwasher safe cutting board is perfect for preparing any artistic dinner or serving. Cut, chop, serve or frame, all of these unique cutting boards are gorgeous. ", Home & Kitchen › Kitchen & Dining › Cutlery & Knife Accessories › Cutting Boards 
2028," Medline CUR100KAA Curad Cast Protectors Kids Arm, Waterproof (Pack of 6) ","CURAD Cast Protectors help keep casts, bandages, or wounds dry while showering. Unique opening stretches to fit over the cast and then regains its original shape to fit tightly. Reusable. "," Health & Household › Medical Supplies & Equipment › Mobility & Daily Living Aids › Bathroom Safety, Aids & Accessories › Cast & Wound Covers "
2033, Model Power 783 HO B/U Little Red School House ,MDP783 783 Little Red School House Built-Up Ligthed w/2 Figs , Toys & Games Hobbies Trains & Accessories Accessories Buildings & Structures 
2039, Terzetto: The Head to Head Marble Match Board Game ,Outwit and outplace your opponent in this clever game of marble maneuvers. Take turns placing sets of three marbles onto your board according to the pattern in the shaker. Starts off easy but you'll need a keen eye and a bit of luck to make everything fit. Fill your board before your opponent and you clearly know how to mind your marbles. , Toys & Games Games Board Games 
2044," Mineral Fusion Nail Polish, Blossom.33 Ounce ","Designed to be easy and gentle on your nails. It has no harsh odor making it much more pleasant to apply and wear. This polish is chip-resistant. This long-lasting, chip-resistant nail polish applies flawlessly with custom, extra-thick brush. Dark pink with a cream finish. 100% vegan, toluene free, camphor free, DBP free, formaldehyde free, cruelty free. "," Beauty & Personal Care Foot, Hand & Nail Care Nail Art & Polish Nail Polish "
2047," National Brand Lab Book, 5 x 5 Quad, Green Marble, 10.125 x 7.875 Inches, 60 Sheets (53108) ",Laboratory notebook. Center sewn binding with green marble cover. White recycled paper. 5 x 5 Inches quad ruled. 60 sheets. Recycled paper with a minimum of 30% post-consumer content. , Office Products Office & School Supplies Paper Notebooks & Writing Pads Composition Notebooks 
2056," C2G 03836 2-Port Cat5e Surface Mount Box, Ivory ","Ideal for surface mount applications, especially in confined spaces. Mount for either side or base entry of cables. Boxes come with mounting screws and adhesive tape, and a cable tie for strain relief. The snap-on cover enables easy closure or access for quick installation. Each box includes a write-on label with holder for easy designation of different system or station. Contacts are phosphor bronze plated with 50 µinch hard gold. ", Electronics Computers & Accessories Computer Accessories & Peripherals Cables & Interconnects Ethernet Cables Cat 5e Cables 
2058," TERVIS Water Bottle,""Cabana with The Sun"" ",Each tumbler features double-wall insulation that keeps hot drinks hot and cold drinks cold.  Tervis has been proudly made in America since 1946 and features a lifetime guarantee. , Sports & Outdoors Sports & Fitness Accessories Sports Water Bottles 
2071," PEBEO Studio Acrylics High Viscosity, Fine Acrylic, 250 ml - Turquoise Blue ","Studio Acrylics High Viscosity is a fine acrylic offering vivid and deep, richly pigmented colors with a matt, satin finish. Its thick consistency is particularly suited to work in dimension. When applied in thickness, colors retain the imprint of the brush stroke or painting knife. They can be used alone, mixed together, or combined with Studio Acrylics mediums depending on the desired effect. Very adherent and indelible once dry, Studio Acrylics is suitable for most surfaces and ideal for Mixed Media techniques and working in layers. Dry applications offer a permanent and flexible paint film, with good lightfastness. Studio Acrylics High Viscosity is available in 100 ml tubes in 62 colors, of which 5 Metallic, 7 Dyna, and 3 Fluo colors. In addition, 50 selected colors are offered in 250 ml tubes and 59 selected colors are offered in 500 ml jars. AP certified. "," Arts, Crafts & Sewing › Painting, Drawing & Art Supplies › Painting › Paints "
